region,type,e,n,var,p50,p250,p500,p750,p950
0,0,25649,328383394,2,1.8,10,22,38.6,63.2
0,0,25648,328383389,1,0.4736613196965972,0.4841280537637101,0.4945499744593358,0.5101447320173047,0.5332868961298962
0,0,25648,328383389,3,0.1766860078601856,0.3113655217951602,0.4021634613547546,0.4381775234029185,0.4740434471858254
0,0,25558,328041439,4,983,1592,7001,8019,24525
0,0,25593,328351717,5,2.2260000705718994,4.762635001374759,6.526999950408936,8.567639077931014,10.860358026047882
0,0,25609,328364723,6,56.77057474617247,63.75770568847656,67.56868743896484,75.26679177538931,78.0422667116389
0,0,25620,328374440,8,0.0400506190602984,0.093801903773205,0.2046167490202975,0.4194978320914368,0.630235708444725
0,0,25620,328374440,9,0.0208078210689782,0.0312721712686151,0.125955158442359,0.221763003861964,0.7674814040184668
0,0,25620,328374440,7,0.0079153688090077,0.0525810452597333,0.1832146060725639,0.4794107476533791,0.8750244257782651
0,2,15254,123812554,2,2.3000000000000003,12.4,27.1,45,66.9
0,2,15253,123812549,1,0.4759592753567029,0.4841280537637101,0.492835768701561,0.5048840233686797,0.5243408693004697
0,2,15253,123812549,3,0.1380161795275467,0.2214274216517008,0.2685325585726157,0.3527021795520481,0.4641125482811197
0,2,15165,123470732,4,1074,4862,7834,14457,43324
0,2,15200,123781010,5,2.136049985885621,4.837271424823072,7.17488772349166,8.02271018341725,13.081267356872557
0,2,15214,123793883,6,56.77057474617247,66.21686378981357,71.85870480033074,77.13458064465806,80.79463336734858
0,2,15225,123803600,8,0.0347896650380829,0.1865558299198573,0.3768725158982737,0.5883474155588135,0.7054134998955024
0,2,15225,123803600,9,0.0022748809712122,0.0313835622664871,0.0855322393877637,0.2285855372701555,0.7674814040184668
0,2,15225,123803600,7,0.0043820422697494,0.0520043413582307,0.1347877621420623,0.2101891975885198,0.4194830961316402
0,3,7361,64025043,2,2,11,24.8,42.6,65.4
0,3,7361,64025043,1,0.4733101912494902,0.4841280537637101,0.4927890259023154,0.5021248478108288,0.5239570123555474
0,3,7361,64025043,3,0.1763397093864982,0.2281695064976475,0.3437394068628467,0.4285808110087915,0.4725315217260767
0,3,7344,64023607,4,983,2804,5210,13228,17618
0,3,7349,64023710,5,1.966806588586454,4.4370821238797,6.285942544274231,7.667605876922606,9.629308207883444
0,3,7350,64023710,6,52.405422210693374,63.24147968417126,67.94742872675991,74.63476010962738,78.0422667116389
0,3,7356,64024971,8,0.0332797510579405,0.1822448828443751,0.3943569211736606,0.5260709114868553,0.717973396284148
0,3,7356,64024971,9,0.0022748809712122,0.0290380588931783,0.1172579349667136,0.267305047759812,0.8159842113919713
0,3,7356,64024971,7,0.0020718194721746,0.0302253351967406,0.1390406165098896,0.20710639167909,0.38922362100563
0,8,1372,495465,2,2.7,13.5,29.3,47.1,67.9
0,8,1372,495465,1,0.4781528413926154,0.4887148130495624,0.4917548055027919,0.500244258812033,0.5230288229433344
0,8,1372,495465,3,0.1763397093864958,0.1936828075608919,0.2630623956690481,0.3289307098742272,0.4613236895004013
0,8,1362,494973,4,2113,6028,11883,15142,21249
0,8,1363,495073,5,3.7323772634199295,4.83474435307966,6.777898928797898,7.189591905957635,10.827300071716309
0,8,1363,495073,6,63.89679718017579,69.84840393066406,72.57189787445331,77.56728801361896,77.70138224210915
0,8,1371,495403,8,0.0306340966923771,0.146886964003797,0.2760065419575886,0.4606805972794189,0.6484164653932414
0,8,1371,495403,9,0.026288636402471,0.0702424766197323,0.2285726367140599,0.3530377718837296,0.7350714355981285
0,8,1371,495403,7,0.010452744295002,0.0217312371265217,0.1306083195476162,0.1475795683325696,0.3430016643250698
0,6,1197,2530266,2,3.7,18.6,35.7,54.6,72.2
0,6,1197,2530266,1,0.4965271730472529,0.5048840233686795,0.5048840233686797,0.5066315218253774,0.5145225342117676
0,6,1197,2530266,3,0.1467195671010898,0.1814385944876771,0.1949369290586445,0.1949369290586445,0.2541295074655046
